question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
91,4,253.5,803.0,0.001349,0.0,0.004495,0.0,0.0,empty
92,1,202.0,817.0,0.0,0.0,0.0,0.0,0.0,empty
92,2,219.5,817.0,0.002554,0.0,0.008513,0.0,0.0,empty
92,3,236.5,817.0,0.0,0.0,0.0,0.0,0.0,empty
92,4,253.5,817.0,0.659383,0.658537,0.681683,0.634146,0.658537,candidate_marked
93,1,202.0,830.0,0.787432,0.780488,0.803635,0.780488,0.780488,candidate_marked
93,2,219.5,830.0,0.001951,0.0,0.006504,0.0,0.0,empty
93,3,236.5,830.0,0.0,0.0,0.0,0.0,0.0,empty
93,4,253.5,830.0,0.001349,0.0,0.004495,0.0,0.0,empty
94,1,202.0,843.5555555555555,0.832712,0.829268,0.840746,0.829268,0.829268,candidate_marked
94,2,219.5,844.0,0.002669,0.0,0.008895,0.0,0.0,empty
94,3,236.5,843.5,0.015255,0.0,0.05085,0.0,0.0,empty
94,4,253.5,843.5,0.019725,0.0,0.065752,0.0,0.0,empty
95,1,202.0,857.0,0.774218,0.780488,0.779914,0.756098,0.780488,candidate_marked
95,2,219.5,857.0,0.001951,0.0,0.006504,0.0,0.0,empty
95,3,236.5,857.0,0.0,0.0,0.0,0.0,0.0,empty
95,4,253.5,857.0,0.001463,0.0,0.004878,0.0,0.0,empty
96,1,202.0,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
96,2,219.3235294117647,870.5,0.77835,0.780488,0.793687,0.756098,0.780488,candidate_marked
96,3,236.5,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
96,4,253.5,870.5,0.01751,0.0,0.058366,0.0,0.0,empty
97,1,202.0,884.0,0.0,0.0,0.0,0.0,0.0,empty
97,2,219.3235294117647,884.0,0.973085,0.97561,0.967193,0.97561,0.97561,candidate_marked
97,3,236.5,884.0,0.0,0.0,0.0,0.0,0.0,empty
97,4,253.5,884.0,0.001492,0.0,0.004974,0.0,0.0,empty
98,1,202.0,897.0,0.0,0.0,0.0,0.0,0.0,empty
98,2,219.0,897.0,0.0,0.0,0.0,0.0,0.0,empty
98,3,236.5,897.0,0.0,0.0,0.0,0.0,0.0,empty
98,4,253.5,897.0,0.667604,0.658537,0.688761,0.658537,0.658537,candidate_marked
99,1,202.0,911.0,0.70967,0.707317,0.71516,0.707317,0.707317,candidate_marked
99,2,219.5,911.0,0.002095,0.0,0.006982,0.0,0.0,empty
99,3,236.5,911.0,0.0,0.0,0.0,0.0,0.0,empty
99,4,253.5,911.0,0.001578,0.0,0.005261,0.0,0.0,empty
100,1,202.0,924.0,0.0,0.0,0.0,0.0,0.0,empty
100,2,219.0,924.0,0.0,0.0,0.0,0.0,0.0,empty
100,3,236.5,924.0,0.0,0.0,0.0,0.0,0.0,empty
100,4,253.5,924.0,0.00132,0.0,0.0044,0.0,0.0,empty
101,1,294.5,264.0,0.0,0.0,0.0,0.0,0.0,empty
101,2,312.0,264.0,0.0,0.0,0.0,0.0,0.0,empty
101,3,329.0,264.0,0.0,0.0,0.0,0.0,0.0,empty
101,4,346.0,264.0,0.772611,0.780488,0.774558,0.756098,0.780488,candidate_marked
102,1,294.5,278.0,0.0,0.0,0.0,0.0,0.0,empty
102,2,312.0,278.0,0.0,0.0,0.0,0.0,0.0,empty
102,3,329.0,278.0,0.0,0.0,0.0,0.0,0.0,empty
102,4,346.0,278.0,0.723257,0.731707,0.723864,0.707317,0.731707,candidate_marked
103,1,294.5,291.0,0.0,0.0,0.0,0.0,0.0,empty
103,2,312.0,291.0,0.0,0.0,0.0,0.0,0.0,empty
103,3,329.0,291.0,0.804964,0.804878,0.805165,0.804878,0.804878,candidate_marked
103,4,346.0,291.0,0.0,0.0,0.0,0.0,0.0,empty
104,1,294.5,305.0,0.89594,0.902439,0.9011,0.878049,0.902439,candidate_marked
104,2,312.0,305.0,0.0,0.0,0.0,0.0,0.0,empty
104,3,329.0,305.0,0.0,0.0,0.0,0.0,0.0,empty
104,4,346.0,305.0,0.0,0.0,0.0,0.0,0.0,empty
105,1,294.5,318.0,0.901722,0.902439,0.900048,0.902439,0.902439,candidate_marked
105,2,312.0,318.0,0.0,0.0,0.0,0.0,0.0,empty
105,3,329.0,318.0,0.0,0.0,0.0,0.0,0.0,empty
105,4,346.0,318.0,0.0,0.0,0.0,0.0,0.0,empty
106,1,294.5,332.0,0.0,0.0,0.0,0.0,0.0,empty
106,2,312.0,332.0,0.0,0.0,0.0,0.0,0.0,empty
106,3,329.0,331.8611111111111,0.735438,0.731707,0.744142,0.731707,0.731707,candidate_marked
106,4,346.0,332.0,0.0,0.0,0.0,0.0,0.0,empty
107,1,294.5,345.0,0.0,0.0,0.0,0.0,0.0,empty
107,2,312.0,345.0,0.0,0.0,0.0,0.0,0.0,empty
107,3,329.0,345.0,0.832281,0.829268,0.839311,0.829268,0.829268,candidate_marked
107,4,346.0,345.0,0.0,0.0,0.0,0.0,0.0,empty
108,1,294.5,358.5,0.879397,0.878049,0.882544,0.878049,0.878049,candidate_marked
108,2,312.0,358.5,0.014843,0.0,0.049477,0.0,0.0,empty
108,3,329.0,358.5,0.014824,0.0,0.049412,0.0,0.0,empty
108,4,346.0,358.5,0.014824,0.0,0.049412,0.0,0.0,empty
109,1,294.5,372.0,0.0,0.0,0.0,0.0,0.0,empty
109,2,312.0,372.0,0.0,0.0,0.0,0.0,0.0,empty
109,3,329.0,372.0,0.764448,0.780488,0.767671,0.731707,0.780488,candidate_marked
109,4,346.0,372.0,0.0,0.0,0.0,0.0,0.0,empty
110,1,294.5,385.5,0.015431,0.0,0.051438,0.0,0.0,empty
110,2,312.0,385.5,0.01598,0.0,0.053268,0.0,0.0,empty
110,3,329.0,385.5,0.015765,0.0,0.052549,0.0,0.0,empty
110,4,346.0,385.5,0.708321,0.707317,0.710665,0.707317,0.707317,candidate_marked
111,1,294.5,399.0,0.0,0.0,0.0,0.0,0.0,empty
111,2,312.0,399.0,0.708723,0.707317,0.712004,0.707317,0.707317,candidate_marked
111,3,329.0,399.0,0.0,0.0,0.0,0.0,0.0,empty
111,4,346.0,399.0,0.0,0.0,0.0,0.0,0.0,empty
112,1,294.5,412.0,0.0,0.0,0.0,0.0,0.0,empty
112,2,312.0,412.0,0.0,0.0,0.0,0.0,0.0,empty
112,3,329.0,412.0,0.0,0.0,0.0,0.0,0.0,empty
112,4,346.0,412.0,0.699871,0.707317,0.702822,0.682927,0.707317,candidate_marked
113,1,294.5,426.0,0.830445,0.829268,0.83319,0.829268,0.829268,candidate_marked
113,2,312.0,426.0,0.0,0.0,0.0,0.0,0.0,empty
113,3,329.0,426.0,0.0,0.0,0.0,0.0,0.0,empty
113,4,346.0,426.0,0.0,0.0,0.0,0.0,0.0,empty
114,1,294.5,439.0,0.0,0.0,0.0,0.0,0.0,empty
114,2,312.0,439.0,0.0,0.0,0.0,0.0,0.0,empty
114,3,329.0,439.0,0.732654,0.731707,0.734864,0.731707,0.731707,candidate_marked
114,4,346.0,439.0,0.0,0.0,0.0,0.0,0.0,empty
115,1,294.5,453.0,0.0,0.0,0.0,0.0,0.0,empty
115,2,312.0,453.0,0.747905,0.756098,0.749115,0.731707,0.756098,candidate_marked
115,3,329.0,453.0,0.0,0.0,0.0,0.0,0.0,empty
115,4,346.0,453.0,0.0,0.0,0.0,0.0,0.0,empty
116,1,294.5,466.0,0.750689,0.756098,0.758393,0.731707,0.756098,candidate_marked
116,2,312.0,466.0,0.0,0.0,0.0,0.0,0.0,empty
116,3,329.0,466.0,0.0,0.0,0.0,0.0,0.0,empty
116,4,346.0,466.0,0.0,0.0,0.0,0.0,0.0,empty
117,1,294.5,480.0,0.0,0.0,0.0,0.0,0.0,empty
117,2,312.0,480.0,0.0,0.0,0.0,0.0,0.0,empty
117,3,329.0,480.0,0.756098,0.756098,0.756098,0.756098,0.756098,candidate_marked
117,4,346.0,480.0,0.0,0.0,0.0,0.0,0.0,empty
118,1,294.5,493.0,0.0,0.0,0.0,0.0,0.0,empty
118,2,312.0,493.0,0.73472,0.731707,0.74175,0.731707,0.731707,candidate_marked
118,3,329.0,493.0,0.0,0.0,0.0,0.0,0.0,empty
118,4,346.0,493.0,0.0,0.0,0.0,0.0,0.0,empty
119,1,294.5,507.0,0.0,0.0,0.0,0.0,0.0,empty
119,2,312.0,507.0,0.758451,0.756098,0.763941,0.756098,0.756098,candidate_marked
119,3,329.0,507.0,0.0,0.0,0.0,0.0,0.0,empty
119,4,346.0,507.0,0.0,0.0,0.0,0.0,0.0,empty
120,1,294.5,520.0,0.0,0.0,0.0,0.0,0.0,empty
120,2,312.0,520.0,0.0,0.0,0.0,0.0,0.0,empty
120,3,329.0,520.0,0.882181,0.878049,0.891822,0.878049,0.878049,candidate_marked
120,4,346.0,520.0,0.0,0.0,0.0,0.0,0.0,empty
121,1,294.5,534.0,0.0,0.0,0.0,0.0,0.0,empty
121,2,312.0,534.0,0.780187,0.780488,0.799809,0.756098,0.780488,candidate_marked
121,3,329.0,534.0,0.0,0.0,0.0,0.0,0.0,empty
121,4,346.0,534.0,0.0,0.0,0.0,0.0,0.0,empty
122,1,294.5,547.0,0.854491,0.853659,0.856432,0.853659,0.853659,candidate_marked
122,2,312.0,547.0,0.0,0.0,0.0,0.0,0.0,empty
122,3,329.0,547.0,0.0,0.0,0.0,0.0,0.0,empty
122,4,346.0,547.0,0.0,0.0,0.0,0.0,0.0,empty
123,1,294.5,561.0,0.0,0.0,0.0,0.0,0.0,empty
123,2,312.0,561.0,0.0,0.0,0.0,0.0,0.0,empty
123,3,329.0,561.0,0.811277,0.804878,0.826208,0.804878,0.804878,candidate_marked
123,4,346.0,561.0,0.0,0.0,0.0,0.0,0.0,empty
124,1,294.5,574.0,0.0,0.0,0.0,0.0,0.0,empty
124,2,312.0,574.0,0.0,0.0,0.0,0.0,0.0,empty
124,3,329.0,574.0,0.0,0.0,0.0,0.0,0.0,empty
124,4,346.0,574.0,0.813917,0.804878,0.835007,0.804878,0.804878,candidate_marked
125,1,294.5,587.5833333333334,0.900947,0.902439,0.897465,0.902439,0.902439,candidate_marked
125,2,312.0,587.5,0.015804,0.0,0.05268,0.0,0.0,empty
125,3,329.0,587.5,0.015627,0.0,0.052092,0.0,0.0,empty
125,4,346.0,587.5,0.015471,0.0,0.051569,0.0,0.0,empty
126,1,294.5,601.0,0.907432,0.902439,0.919082,0.902439,0.902439,candidate_marked
126,2,312.0,601.0,0.0,0.0,0.0,0.0,0.0,empty
126,3,329.0,601.0,0.0,0.0,0.0,0.0,0.0,empty
126,4,346.0,601.0,0.0,0.0,0.0,0.0,0.0,empty
127,1,294.5,614.5,0.014824,0.0,0.049412,0.0,0.0,empty
127,2,312.0,614.5,0.014824,0.0,0.049412,0.0,0.0,empty
127,3,329.0,614.5,0.735409,0.731707,0.744046,0.731707,0.731707,candidate_marked
127,4,346.0,614.5,0.014824,0.0,0.049412,0.0,0.0,empty
128,1,294.5,628.0,0.0,0.0,0.0,0.0,0.0,empty
128,2,312.0,628.0,0.0,0.0,0.0,0.0,0.0,empty
128,3,329.0,628.0,0.810846,0.804878,0.824773,0.804878,0.804878,candidate_marked
128,4,346.0,628.0,0.0,0.0,0.0,0.0,0.0,empty
129,1,294.5,641.5,0.015431,0.0,0.051438,0.0,0.0,empty
129,2,312.0,641.5,0.711334,0.707317,0.720708,0.707317,0.707317,candidate_marked
129,3,329.0,641.5,0.015804,0.0,0.05268,0.0,0.0,empty
129,4,346.0,641.5,0.015647,0.0,0.052157,0.0,0.0,empty
130,1,294.5,655.0,0.90858,0.902439,0.922908,0.902439,0.902439,candidate_marked
130,2,312.0,655.0,0.0,0.0,0.0,0.0,0.0,empty
130,3,329.0,655.0,0.0,0.0,0.0,0.0,0.0,empty
130,4,346.0,655.0,0.0,0.0,0.0,0.0,0.0,empty
131,1,294.5,668.0,0.0,0.0,0.0,0.0,0.0,empty
131,2,312.0,668.0,0.758623,0.756098,0.764515,0.756098,0.756098,candidate_marked
131,3,329.0,668.0,0.0,0.0,0.0,0.0,0.0,empty
131,4,346.0,668.0,0.0,0.0,0.0,0.0,0.0,empty
132,1,294.5,682.0,0.871636,0.878049,0.876997,0.853659,0.878049,candidate_marked
132,2,312.0,682.0,0.0,0.0,0.0,0.0,0.0,empty
132,3,329.0,682.0,0.0,0.0,0.0,0.0,0.0,empty
132,4,346.0,682.0,0.0,0.0,0.0,0.0,0.0,empty
133,1,294.5,695.0,0.747217,0.756098,0.74682,0.731707,0.756098,candidate_marked
133,2,312.0,695.0,0.0,0.0,0.0,0.0,0.0,empty
133,3,329.0,695.0,0.0,0.0,0.0,0.0,0.0,empty
133,4,346.0,695.0,0.0,0.0,0.0,0.0,0.0,empty
134,1,294.5,709.0,0.0,0.0,0.0,0.0,0.0,empty
134,2,312.0,709.0,0.0,0.0,0.0,0.0,0.0,empty
134,3,329.0,709.0,0.0,0.0,0.0,0.0,0.0,empty
134,4,346.0,709.0,0.755022,0.756098,0.772836,0.731707,0.756098,candidate_marked
135,1,294.5,722.0,0.850316,0.853659,0.862841,0.829268,0.853659,candidate_marked
135,2,312.0,722.0,0.0,0.0,0.0,0.0,0.0,empty
135,3,329.0,722.0,0.0,0.0,0.0,0.0,0.0,empty
135,4,346.0,722.0,0.0,0.0,0.0,0.0,0.0,empty
136,1,294.5,736.0,0.0,0.0,0.0,0.0,0.0,empty
136,2,312.0,736.0,0.731707,0.731707,0.731707,0.731707,0.731707,candidate_marked
136,3,329.0,736.0,0.0,0.0,0.0,0.0,0.0,empty
136,4,346.0,736.0,0.0,0.0,0.0,0.0,0.0,empty
137,1,294.5,749.0,0.0,0.0,0.0,0.0,0.0,empty
137,2,312.0,749.0,0.707317,0.707317,0.707317,0.707317,0.707317,candidate_marked
137,3,329.0,749.0,0.0,0.0,0.0,0.0,0.0,empty
137,4,346.0,749.0,0.0,0.0,0.0,0.0,0.0,empty
138,1,294.5,763.0,0.0,0.0,0.0,0.0,0.0,empty
138,2,312.0,763.0,0.0,0.0,0.0,0.0,0.0,empty
138,3,329.0,763.0,0.0,0.0,0.0,0.0,0.0,empty
138,4,346.0,763.0,0.731707,0.731707,0.731707,0.731707,0.731707,candidate_marked
139,1,294.5,776.0,0.0,0.0,0.0,0.0,0.0,empty
139,2,312.0,776.0,0.796485,0.804878,0.797226,0.780488,0.804878,candidate_marked
139,3,329.0,776.0,0.0,0.0,0.0,0.0,0.0,empty
139,4,346.0,776.0,0.0,0.0,0.0,0.0,0.0,empty
140,1,294.5,790.0,0.0,0.0,0.0,0.0,0.0,empty
140,2,312.0,790.0,0.0,0.0,0.0,0.0,0.0,empty
140,3,329.0,790.0,0.755179,0.756098,0.753037,0.756098,0.756098,candidate_marked
140,4,346.0,790.0,0.0,0.0,0.0,0.0,0.0,empty
141,1,294.5,803.0,0.0,0.0,0.0,0.0,0.0,empty
141,2,312.0,803.0,0.0,0.0,0.0,0.0,0.0,empty
141,3,329.0,803.0,0.0,0.0,0.0,0.0,0.0,empty
141,4,346.0,803.0,0.827791,0.829268,0.844668,0.804878,0.829268,candidate_marked
142,1,294.5,817.0,0.0,0.0,0.0,0.0,0.0,empty
142,2,312.0,817.0,0.72297,0.731707,0.722908,0.707317,0.731707,candidate_marked
142,3,329.0,817.0,0.0,0.0,0.0,0.0,0.0,empty
142,4,346.0,817.0,0.0,0.0,0.0,0.0,0.0,empty
143,1,294.5,830.0,0.0,0.0,0.0,0.0,0.0,empty
143,2,312.0,830.0,0.761062,0.756098,0.772645,0.756098,0.756098,candidate_marked
143,3,329.0,830.0,0.0,0.0,0.0,0.0,0.0,empty
143,4,346.0,830.0,0.0,0.0,0.0,0.0,0.0,empty
144,1,294.5,844.0,0.0,0.0,0.0,0.0,0.0,empty
144,2,312.0,843.5,0.015863,0.0,0.052876,0.0,0.0,empty
144,3,329.0,843.5555555555555,0.735294,0.731707,0.743663,0.731707,0.731707,candidate_marked
144,4,346.0,843.5,0.01549,0.0,0.051634,0.0,0.0,empty
145,1,294.5,857.0,0.0,0.0,0.0,0.0,0.0,empty
145,2,312.0,857.0,0.0,0.0,0.0,0.0,0.0,empty
145,3,329.0,857.0,0.0,0.0,0.0,0.0,0.0,empty
145,4,346.0,857.0,0.781865,0.780488,0.785079,0.780488,0.780488,candidate_marked
146,1,294.5,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
146,2,312.0,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
146,3,329.0,870.5,0.83208,0.829268,0.838642,0.829268,0.829268,candidate_marked
146,4,346.0,870.5,0.014824,0.0,0.049412,0.0,0.0,empty
147,1,294.5,884.0,0.0,0.0,0.0,0.0,0.0,empty
147,2,312.0,884.0,0.0,0.0,0.0,0.0,0.0,empty
147,3,329.0,884.0,0.0,0.0,0.0,0.0,0.0,empty
147,4,346.0,884.0,0.758451,0.756098,0.763941,0.756098,0.756098,candidate_marked
148,1,294.5,897.0,0.0,0.0,0.0,0.0,0.0,empty
148,2,312.0,897.0,0.0,0.0,0.0,0.0,0.0,empty
148,3,329.0,897.0,0.0,0.0,0.0,0.0,0.0,empty
148,4,346.0,897.0,0.824921,0.829268,0.835103,0.804878,0.829268,candidate_marked
149,1,294.5,911.0,0.830416,0.829268,0.833094,0.829268,0.829268,candidate_marked
149,2,312.0,911.0,0.0,0.0,0.0,0.0,0.0,empty
149,3,329.0,911.0,0.0,0.0,0.0,0.0,0.0,empty
149,4,346.0,911.0,0.0,0.0,0.0,0.0,0.0,empty
150,1,294.5,924.0,0.0,0.0,0.0,0.0,0.0,empty
150,2,312.0,924.0,0.0,0.0,0.0,0.0,0.0,empty
150,3,329.0,924.0,0.0,0.0,0.0,0.0,0.0,empty
150,4,346.0,924.0,0.0,0.0,0.0,0.0,0.0,empty
151,1,386.5,264.0,0.0,0.0,0.0,0.0,0.0,empty
151,2,403.5,264.0,0.89825,0.902439,0.888474,0.902439,0.902439,candidate_marked
151,3,420.5,264.0,0.0,0.0,0.0,0.0,0.0,empty
151,4,437.5,264.0,0.000803,0.0,0.002678,0.0,0.0,empty
152,1,386.5,278.0,0.723257,0.731707,0.723864,0.707317,0.731707,candidate_marked
152,2,403.5,278.0,0.00175,0.0,0.005835,0.0,0.0,empty
152,3,420.5,278.0,0.0,0.0,0.0,0.0,0.0,empty
152,4,437.5,278.0,0.001234,0.0,0.004113,0.0,0.0,empty
153,1,386.5,291.0,0.0,0.0,0.0,0.0,0.0,empty
153,2,403.5,291.0,0.001291,0.0,0.004304,0.0,0.0,empty
153,3,420.5,291.0,0.97122,0.97561,0.960976,0.97561,0.97561,candidate_marked
153,4,437.5,291.0,0.000803,0.0,0.002678,0.0,0.0,empty
154,1,386.5,305.0,0.707432,0.707317,0.7077,0.707317,0.707317,candidate_marked
154,2,403.5,305.0,0.001808,0.0,0.006026,0.0,0.0,empty
154,3,420.5,305.0,0.0,0.0,0.0,0.0,0.0,empty
154,4,437.5,305.0,0.001291,0.0,0.004304,0.0,0.0,empty
155,1,386.5,318.0,0.0,0.0,0.0,0.0,0.0,empty
155,2,403.5,318.0,0.733199,0.731707,0.736681,0.731707,0.731707,candidate_marked
155,3,420.5,318.0,0.0,0.0,0.0,0.0,0.0,empty
155,4,437.5,318.0,0.000803,0.0,0.002678,0.0,0.0,empty
156,1,386.5,332.0,0.0,0.0,0.0,0.0,0.0,empty
156,2,403.5,331.8611111111111,0.615323,0.609756,0.628312,0.609756,0.609756,candidate_marked
156,3,420.5,331.5,0.015157,0.0,0.050523,0.0,0.0,empty
156,4,437.5,332.0,0.001349,0.0,0.004495,0.0,0.0,empty
157,1,386.5,345.0,0.89307,0.902439,0.891535,0.878049,0.902439,candidate_marked
157,2,403.5,345.0,0.001406,0.0,0.004687,0.0,0.0,empty
157,3,420.5,345.0,0.0,0.0,0.0,0.0,0.0,empty
157,4,437.5,345.0,0.000803,0.0,0.002678,0.0,0.0,empty
158,1,386.5,358.5,0.80505,0.804878,0.805452,0.804878,0.804878,candidate_marked
158,2,403.5,358.5,0.017451,0.0,0.05817,0.0,0.0,empty
158,3,420.5,358.5,0.014824,0.0,0.049412,0.0,0.0,empty
158,4,437.5,358.5,0.01651,0.0,0.055033,0.0,0.0,empty
159,1,386.5,372.0,0.851707,0.853659,0.847154,0.853659,0.853659,candidate_marked
159,2,403.5,372.0,0.001435,0.0,0.004782,0.0,0.0,empty
159,3,420.5,372.0,0.0,0.0,0.0,0.0,0.0,empty
159,4,437.5,372.0,0.000947,0.0,0.003156,0.0,0.0,empty
160,1,386.5,385.5,0.015333,0.0,0.051111,0.0,0.0,empty
160,2,403.5,385.5,0.633587,0.634146,0.652606,0.609756,0.634146,candidate_marked
160,3,420.5,385.5,0.015255,0.0,0.05085,0.0,0.0,empty
160,4,437.5,385.5,0.019059,0.0,0.063529,0.0,0.0,empty
161,1,386.5,399.0,0.829268,0.829268,0.829268,0.829268,0.829268,candidate_marked
161,2,403.5,399.0,0.001492,0.0,0.004974,0.0,0.0,empty
161,3,420.5,399.0,0.0,0.0,0.0,0.0,0.0,empty
161,4,437.5,399.0,0.000947,0.0,0.003156,0.0,0.0,empty
162,1,386.5,412.0,0.709498,0.707317,0.714586,0.707317,0.707317,candidate_marked
162,2,403.5,412.0,0.001291,0.0,0.004304,0.0,0.0,empty
162,3,420.5,412.0,0.0,0.0,0.0,0.0,0.0,empty
162,4,437.5,412.0,0.000775,0.0,0.002582,0.0,0.0,empty
163,1,386.5,426.0,0.0,0.0,0.0,0.0,0.0,empty
163,2,403.5,426.0,0.001521,0.0,0.005069,0.0,0.0,empty
163,3,420.5,426.0,0.883271,0.878049,0.895457,0.878049,0.878049,candidate_marked
163,4,437.5,426.0,0.001033,0.0,0.003443,0.0,0.0,empty
164,1,386.5,439.0,0.780803,0.780488,0.78154,0.780488,0.780488,candidate_marked
164,2,403.5,439.0,0.001291,0.0,0.004304,0.0,0.0,empty
164,3,420.5,439.0,0.0,0.0,0.0,0.0,0.0,empty
164,4,437.5,439.0,0.000775,0.0,0.002582,0.0,0.0,empty
165,1,386.5,453.0,0.0,0.0,0.0,0.0,0.0,empty
165,2,403.5,453.0,0.72538,0.731707,0.730942,0.707317,0.731707,candidate_marked
165,3,420.5,453.0,0.0,0.0,0.0,0.0,0.0,empty
165,4,437.5,453.0,0.00109,0.0,0.003635,0.0,0.0,empty
166,1,386.5,466.0,0.0,0.0,0.0,0.0,0.0,empty
166,2,403.5,466.0,0.001291,0.0,0.004304,0.0,0.0,empty
166,3,420.5,466.0,0.747475,0.756098,0.747681,0.731707,0.756098,candidate_marked
166,4,437.5,466.0,0.000775,0.0,0.002582,0.0,0.0,empty
167,1,386.5,480.0,0.0,0.0,0.0,0.0,0.0,empty
167,2,403.5,480.0,0.001664,0.0,0.005548,0.0,0.0,empty
167,3,420.5,480.0,0.0,0.0,0.0,0.0,0.0,empty
167,4,437.5,480.0,0.752841,0.756098,0.765567,0.731707,0.756098,candidate_marked
168,1,386.5,493.0,0.0,0.0,0.0,0.0,0.0,empty
168,2,403.5,493.0,0.83604,0.829268,0.851841,0.829268,0.829268,candidate_marked
168,3,420.5,493.0,0.0,0.0,0.0,0.0,0.0,empty
168,4,437.5,493.0,0.000775,0.0,0.002582,0.0,0.0,empty
169,1,386.5,507.0,0.0,0.0,0.0,0.0,0.0,empty
169,2,403.5,507.0,0.589584,0.585366,0.599426,0.585366,0.585366,candidate_marked
169,3,420.5,507.0,0.0,0.0,0.0,0.0,0.0,empty
169,4,437.5,507.0,0.001205,0.0,0.004017,0.0,0.0,empty
170,1,386.5,520.0,0.0,0.0,0.0,0.0,0.0,empty
170,2,403.5,520.0,0.001291,0.0,0.004304,0.0,0.0,empty
170,3,420.5,520.0,0.0,0.0,0.0,0.0,0.0,empty
170,4,437.5,520.0,0.756901,0.756098,0.758776,0.756098,0.756098,candidate_marked
171,1,386.5,534.0,0.0,0.0,0.0,0.0,0.0,empty
171,2,403.5,534.0,0.703515,0.707317,0.714969,0.682927,0.707317,candidate_marked
171,3,420.5,534.0,0.0,0.0,0.0,0.0,0.0,empty
171,4,437.5,534.0,0.001263,0.0,0.004209,0.0,0.0,empty
172,1,386.5,547.0,0.0,0.0,0.0,0.0,0.0,empty
172,2,403.5,547.0,0.00132,0.0,0.0044,0.0,0.0,empty
172,3,420.5,547.0,0.0,0.0,0.0,0.0,0.0,empty
172,4,437.5,547.0,0.732511,0.731707,0.734385,0.731707,0.731707,candidate_marked
173,1,386.5,561.0,0.0,0.0,0.0,0.0,0.0,empty
173,2,403.5,561.0,0.001836,0.0,0.006121,0.0,0.0,empty
173,3,420.5,561.0,0.0,0.0,0.0,0.0,0.0,empty
173,4,437.5,561.0,0.611047,0.609756,0.61406,0.609756,0.609756,candidate_marked
174,1,386.5,574.0,0.0,0.0,0.0,0.0,0.0,empty
174,2,403.5,574.0,0.765452,0.756098,0.787279,0.756098,0.756098,candidate_marked
174,3,420.5,574.0,0.0,0.0,0.0,0.0,0.0,empty
174,4,437.5,574.0,0.000803,0.0,0.002678,0.0,0.0,empty
175,1,386.5,587.5833333333334,0.827805,0.829268,0.82439,0.829268,0.829268,candidate_marked
175,2,403.5,587.5,0.019608,0.0,0.065359,0.0,0.0,empty
175,3,420.5,587.5,0.015196,0.0,0.050654,0.0,0.0,empty
175,4,437.5,587.5,0.018784,0.0,0.062614,0.0,0.0,empty
176,1,386.5,601.0,0.917891,0.926829,0.91736,0.902439,0.926829,candidate_marked
176,2,403.5,601.0,0.001435,0.0,0.004782,0.0,0.0,empty
176,3,420.5,601.0,0.0,0.0,0.0,0.0,0.0,empty
176,4,437.5,601.0,0.000918,0.0,0.003061,0.0,0.0,empty
177,1,386.5,614.5,0.014824,0.0,0.049412,0.0,0.0,empty
177,2,403.5,614.5,0.017431,0.0,0.058105,0.0,0.0,empty
177,3,420.5,614.5,0.014824,0.0,0.049412,0.0,0.0,empty
177,4,437.5,614.5,0.615466,0.609756,0.62879,0.609756,0.609756,candidate_marked
178,1,386.5,628.0,0.0,0.0,0.0,0.0,0.0,empty
178,2,403.5,628.0,0.001463,0.0,0.004878,0.0,0.0,empty
178,3,420.5,628.0,0.876729,0.878049,0.873649,0.878049,0.878049,candidate_marked
178,4,437.5,628.0,0.000947,0.0,0.003156,0.0,0.0,empty
179,1,386.5,641.5,0.015373,0.0,0.051242,0.0,0.0,empty
179,2,403.5,641.5,0.01998,0.0,0.066601,0.0,0.0,empty
179,3,420.5,641.5,0.015275,0.0,0.050915,0.0,0.0,empty
179,4,437.5,641.5,0.620029,0.609756,0.643998,0.609756,0.609756,candidate_marked
180,1,386.5,655.0,0.0,0.0,0.0,0.0,0.0,empty
180,2,403.5,655.0,0.001521,0.0,0.005069,0.0,0.0,empty
180,3,420.5,655.0,0.0,0.0,0.0,0.0,0.0,empty
180,4,437.5,655.0,0.757604,0.756098,0.781444,0.731707,0.756098,candidate_marked
181,1,386.5,668.0,0.0,0.0,0.0,0.0,0.0,empty
181,2,403.5,668.0,0.001291,0.0,0.004304,0.0,0.0,empty
181,3,420.5,668.0,0.0,0.0,0.0,0.0,0.0,empty
181,4,437.5,668.0,0.637791,0.634146,0.646294,0.634146,0.634146,candidate_marked
182,1,386.5,682.0,0.953917,0.95122,0.960211,0.95122,0.95122,candidate_marked
182,2,403.5,682.0,0.001578,0.0,0.005261,0.0,0.0,empty
182,3,420.5,682.0,0.0,0.0,0.0,0.0,0.0,empty
182,4,437.5,682.0,0.001062,0.0,0.003539,0.0,0.0,empty
183,1,386.5,695.0,0.731707,0.731707,0.731707,0.731707,0.731707,candidate_marked
183,2,403.5,695.0,0.001291,0.0,0.004304,0.0,0.0,empty
183,3,420.5,695.0,0.0,0.0,0.0,0.0,0.0,empty
183,4,437.5,695.0,0.000775,0.0,0.002582,0.0,0.0,empty
